,id_mutation,date_mutation,prix,type_local,nb_dépendances,surface_réelle,surface_carrez,nb_pièces_principales,prix_au_m2_carrez,prix_au_m2_réel,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,longitude,latitude
11572,2018-751255,2018-11-22,350000.0,Appartement,0.0,30.0,33.35,2.0,10495.0,11667.0,6.0,RUE PIHET,7486,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0114,2.373768,48.863852
11573,2018-751256,2018-11-22,785000.0,Appartement,0.0,69.0,70.74,3.0,11097.0,11377.0,24.0,AV DAUMESNIL,2584,75012.0,75112,Paris 12e Arrondissement,75,75112000EN0085,2.373314,48.847896
11575,2018-751257,2018-11-15,958300.0,Appartement,0.0,124.0,124.46,4.0,7700.0,7728.0,268.0,AV DAUMESNIL,2584,75012.0,75112,Paris 12e Arrondissement,75,75112000AX0018,2.404605,48.835767
11579,2018-751259,2018-11-26,505000.0,Appartement,0.0,60.0,66.6,2.0,7583.0,8417.0,58.0,RUE DE MALTE,5968,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0010,2.366263,48.867753
11580,2018-751260,2018-11-07,233000.0,Appartement,0.0,20.0,19.65,1.0,11858.0,11650.0,11.0,RUE DAVAL,2599,75011.0,75111,Paris 11e Arrondissement,75,75111000CA0002,2.370682,48.855222
11582,2018-751261,2018-11-19,842000.0,Appartement,0.0,77.0,75.36,3.0,11173.0,10935.0,49.0,RUE PETION,7312,75011.0,75111,Paris 11e Arrondissement,75,75111000BL0026,2.379852,48.86053
11583,2018-751262,2018-11-05,553750.0,Appartement,0.0,55.0,54.5,2.0,10161.0,10068.0,13.0,RUE DU SERGENT BAUCHAT,8927,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0057,2.39133,48.84491
11586,2018-751263,2018-11-21,179000.0,Appartement,0.0,18.0,,1.0,,9944.0,97.0,RUE CLAUDE DECAEN,2076,75012.0,75112,Paris 12e Arrondissement,75,75112000BV0021,2.395928,48.838785
11587,2018-751264,2018-11-08,500000.0,Appartement,0.0,55.0,55.12,2.0,9071.0,9091.0,199.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0222,2.382274,48.850731
11588,2018-751265,2018-10-31,281400.0,Appartement,0.0,30.0,,1.0,,9380.0,10.0,PAS JOSSET,5024,75011.0,75111,Paris 11e Arrondissement,75,75111000CE0029,2.375826,48.852721
11589,2018-751266,2018-11-15,265000.0,Appartement,0.0,24.0,23.79,2.0,11139.0,11042.0,69.0,RUE DE LA FOLIE REGNAULT,3703,75011.0,75111,Paris 11e Arrondissement,75,75111000BN0005,2.385176,48.861975
11590,2018-751267,2018-11-26,365000.0,Appartement,0.0,32.0,,2.0,,11406.0,22.0,RUE CROZATIER,2472,75012.0,75112,Paris 12e Arrondissement,75,75112000HA0081,2.38221,48.846601
11591,2018-751268,2018-11-21,1200000.0,Appartement,0.0,107.0,,5.0,,11215.0,6.0,IMP CHARLES PETIT,1868,75011.0,75111,Paris 11e Arrondissement,75,75111000CT0034,2.385053,48.851115
11592,2018-751269,2018-11-09,590400.0,Appartement,0.0,70.0,70.12,3.0,8420.0,8434.0,54.0,RUE DES MEUNIERS,6304,75012.0,75112,Paris 12e Arrondissement,75,75112000BS0015,2.395339,48.835702
11593,2018-751270,2018-11-22,474850.0,Appartement,0.0,60.0,,3.0,,7914.0,46.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0056,2.373084,48.867722
11595,2018-751272,2018-11-15,350000.0,Appartement,0.0,39.0,39.65,3.0,8827.0,8974.0,59.0,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,75111000CR0042,2.392648,48.85306
11597,2018-751274,2018-11-21,151000.0,Appartement,0.0,14.0,13.24,1.0,11405.0,10786.0,13.0,RUE DE CRUSSOL,2475,75011.0,75111,Paris 11e Arrondissement,75,75111000AO0021,2.367817,48.864459
11600,2018-751276,2018-11-28,410600.0,Appartement,0.0,43.0,43.59,2.0,9420.0,9549.0,23.0,SQ ST CHARLES,8514,75012.0,75112,Paris 12e Arrondissement,75,75112000CP0020,2.389925,48.847186
11602,2018-751277,2018-11-22,197947.0,Appartement,0.0,56.0,52.56,3.0,3766.0,3535.0,21.0,RUE CAMILLE DESMOULINS,1459,75011.0,75111,Paris 11e Arrondissement,75,75111000BO0012,2.382117,48.859445
11604,2018-751279,2018-11-05,538000.0,Appartement,0.0,47.0,52.36,3.0,10275.0,11447.0,59.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000BI0043,2.376201,48.857793
11606,2018-751280,2018-11-26,387500.0,Appartement,0.0,44.0,,2.0,,8807.0,53.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000BP0050,2.4013,48.835452
11609,2018-751283,2018-10-08,860000.0,Appartement,0.0,73.0,,3.0,,11781.0,251.0,RUE DE BERCY,0881,75012.0,75112,Paris 12e Arrondissement,75,75112000EL0044,2.36774,48.847584
11610,2018-751284,2018-10-17,361885.0,Appartement,0.0,65.0,61.55,2.0,5880.0,5567.0,116.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CA0027,2.394501,48.840226
11612,2018-751285,2018-11-07,390000.0,Appartement,0.0,37.0,37.26,2.0,10467.0,10541.0,60.0,RUE DU RENDEZ VOUS,8137,75012.0,75112,Paris 12e Arrondissement,75,75112000AA0029,2.40139,48.846918
11613,2018-751286,2018-11-08,1000.0,Appartement,0.0,33.0,,1.0,,30.0,4.0,RUE MARIE BENOIST,6070,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0068,2.393281,48.846608
11614,2018-751287,2018-11-16,276515.0,Appartement,0.0,55.0,54.31,2.0,5091.0,5028.0,6.0,RUE D ALIGRE,0200,75012.0,75112,Paris 12e Arrondissement,75,75112000EW0009,2.377944,48.847879
11615,2018-751288,2018-11-15,250000.0,Appartement,0.0,29.0,,1.0,,8621.0,111.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CI0014,2.393802,48.842482
11616,2018-751289,2018-11-13,360000.0,Appartement,0.0,35.0,34.01,1.0,10585.0,10286.0,11.0,RUE ROTTEMBOURG,8378,75012.0,75112,Paris 12e Arrondissement,75,75112000AS0055,2.40501,48.838157
11618,2018-751291,2018-11-06,260000.0,Appartement,0.0,30.0,31.04,1.0,8376.0,8667.0,5.0,RUE DU MOULIN JOLY,6601,75011.0,75111,Paris 11e Arrondissement,75,75111000AH0071,2.378809,48.868775
11620,2018-751292,2018-11-28,410000.0,Appartement,0.0,32.0,,2.0,,12812.0,7.0,RUE DE CRUSSOL,2475,75011.0,75111,Paris 11e Arrondissement,75,75111000AO0012,2.367456,48.864209
11622,2018-751294,2018-11-28,469000.0,Appartement,0.0,44.0,44.65,3.0,10504.0,10659.0,28.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000CA0020,2.37341,48.855803
11625,2018-751296,2018-11-12,410000.0,Appartement,0.0,40.0,37.0,2.0,11081.0,10250.0,284.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0057,2.393464,48.849311
11626,2018-751297,2018-11-21,500000.0,Appartement,0.0,65.0,,4.0,,7692.0,117.0,AV DU GAL MICHEL BIZOT,4075,75012.0,75112,Paris 12e Arrondissement,75,75112000AR0010,2.403331,48.839973
11627,2018-751298,2018-11-20,127000.0,Appartement,0.0,12.0,11.58,1.0,10967.0,10583.0,13.0,RUE DE LA PRESENTATION,7800,75011.0,75111,Paris 11e Arrondissement,75,75111000AD0090,2.376224,48.871268
11628,2018-751299,2018-11-07,220000.0,Appartement,0.0,30.0,30.33,1.0,7254.0,7333.0,3.0,RUE ELISA LEMONNIER,3186,75012.0,75112,Paris 12e Arrondissement,75,75112000CC0012,2.389434,48.839917
11629,2018-751300,2018-11-23,346500.0,Appartement,0.0,28.0,30.28,2.0,11443.0,12375.0,11.0,RUE ROCHEBRUNE,8286,75011.0,75111,Paris 11e Arrondissement,75,75111000AY0083,2.380365,48.861623
11630,2018-751301,2018-11-29,2687.0,Appartement,0.0,60.0,,4.0,,45.0,80.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000EV0048,2.375135,48.84867
11631,2018-751301,2018-11-29,313.0,Appartement,0.0,7.0,,1.0,,45.0,80.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000EV0048,2.375135,48.84867
11632,2018-751302,2018-11-28,157000.0,Appartement,0.0,17.0,16.52,1.0,9504.0,9235.0,61.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CP0024,2.389534,48.845949
11636,2018-751306,2018-11-08,385000.0,Appartement,0.0,39.0,40.46,3.0,9516.0,9872.0,7.0,BD JULES FERRY,5081,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0034,2.368023,48.866974
11638,2018-751308,2018-11-02,287000.0,Appartement,0.0,26.0,28.89,1.0,9934.0,11038.0,97.0,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,75111000BW0090,2.383267,48.854636
11639,2018-751309,2018-11-14,1948000.0,Appartement,0.0,190.0,237.65,7.0,8197.0,10253.0,112.0,AV DE LA REPUBLIQUE,8158,75011.0,75111,Paris 11e Arrondissement,75,75111000AX0036,2.384633,48.863101
11640,2018-751310,2018-11-22,437000.0,Appartement,0.0,46.0,48.78,3.0,8959.0,9500.0,1.0,VLA DU BEL AIR,0811,75012.0,75112,Paris 12e Arrondissement,75,75112000AH0033,2.40902,48.843712
11646,2018-751311,2018-10-30,452000.0,Appartement,0.0,51.0,51.07,2.0,8851.0,8863.0,42.0,RUE DE FECAMP,3539,75012.0,75112,Paris 12e Arrondissement,75,75112000BP0068,2.400941,48.835754
11647,2018-751312,2018-11-07,50000.0,Appartement,0.0,10.0,9.29,1.0,5382.0,5000.0,106.0,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,75111000AK0046,2.376967,48.866381
11648,2018-751313,2018-11-21,809000.0,Appartement,0.0,73.0,75.03,4.0,10782.0,11082.0,117.0,BD RICHARD LENOIR,8208,75011.0,75111,Paris 11e Arrondissement,75,75111000AN0085,2.36943,48.865177
11649,2018-751314,2018-11-06,279500.0,Appartement,0.0,26.0,26.57,2.0,10519.0,10750.0,21.0,RUE MORET,6553,75011.0,75111,Paris 11e Arrondissement,75,75111000AK0024,2.378801,48.867424
11650,2018-751315,2018-11-28,185000.0,Appartement,0.0,20.0,32.47,1.0,5698.0,9250.0,9.0,RUE CLAUDE TILLIER,2086,75012.0,75112,Paris 12e Arrondissement,75,75112000CS0043,2.387547,48.847944
11653,2018-751318,2018-11-14,5000.0,Appartement,0.0,54.0,,1.0,,93.0,81.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CE0015,2.375144,48.85208
11654,2018-751318,2018-11-14,5000.0,Appartement,0.0,54.0,,2.0,,93.0,81.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CE0015,2.375144,48.85208
11656,2018-751320,2018-11-09,615000.0,Appartement,0.0,58.0,,3.0,,10603.0,111.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000EW0025,2.37891,48.846823
11657,2018-751321,2018-11-20,140000.0,Appartement,0.0,14.0,,1.0,,10000.0,37.0,RUE BREGUET,1267,75011.0,75111,Paris 11e Arrondissement,75,75111000BI0032,2.375694,48.858421
11658,2018-751322,2018-11-08,367000.0,Appartement,0.0,36.0,,2.0,,10194.0,49.0,RUE ALEXANDRE DUMAS,0155,75011.0,75111,Paris 11e Arrondissement,75,75111000CL0259,2.394678,48.85414
11659,2018-751323,2018-11-12,215000.0,Appartement,0.0,30.0,28.61,2.0,7515.0,7167.0,11.0,RUE DU MOULIN JOLY,6601,75011.0,75111,Paris 11e Arrondissement,75,75111000AH0072,2.378645,48.868987
11661,2018-751325,2018-11-06,794000.0,Appartement,0.0,119.0,117.19,5.0,6775.0,6672.0,2.0,RUE PARROT,7070,75012.0,75112,Paris 12e Arrondissement,75,75112000EM0040,2.372636,48.84653
11662,2018-751326,2018-11-06,310000.0,Appartement,0.0,38.0,34.62,1.0,8954.0,8158.0,5.0,RUE DE LA BRECHE AUX LOUPS,1265,75012.0,75112,Paris 12e Arrondissement,75,75112000BT0039,2.392698,48.836481
11663,2018-751327,2018-11-29,925600.0,Appartement,0.0,75.0,74.02,4.0,12505.0,12341.0,34.0,BD DE LA BASTILLE,0713,75012.0,75112,Paris 12e Arrondissement,75,75112000EP0008,2.368942,48.850147
11665,2018-751329,2018-11-05,20000.0,Appartement,0.0,30.0,29.54,1.0,677.0,667.0,8.0,RUE NEUVE POPINCOURT,6730,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0067,2.374047,48.864103
11667,2018-751330,2018-10-11,280000.0,Appartement,0.0,33.0,,1.0,,8485.0,73.0,AV PHILIPPE AUGUSTE,7380,75011.0,75111,Paris 11e Arrondissement,75,75111000CK0058,2.391614,48.854111
11668,2018-751331,2018-11-22,238000.0,Appartement,0.0,27.0,26.95,1.0,8831.0,8815.0,167.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0056,2.380252,48.850571
11669,2018-751332,2018-11-09,490050.0,Appartement,0.0,60.0,52.81,2.0,9279.0,8168.0,4.0,RUE TAINE,9153,75012.0,75112,Paris 12e Arrondissement,75,75112000BT0012,2.391893,48.837532
11670,2018-751333,2018-11-28,200000.0,Appartement,0.0,21.0,20.34,1.0,9833.0,9524.0,48.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0057,2.373133,48.867912
11671,2018-751334,2018-11-27,349000.0,Appartement,0.0,34.0,33.3,2.0,10480.0,10265.0,22.0,RUE DU FAUBOURG DU TEMPLE,3508,75011.0,75111,Paris 11e Arrondissement,75,75111000AA0016,2.366703,48.868101
11672,2018-751335,2018-11-30,600000.0,Appartement,0.0,75.0,75.64,4.0,7932.0,8000.0,25.0,RUE DE LA VOUTE,9924,75012.0,75112,Paris 12e Arrondissement,75,75112000AI0017,2.407499,48.846008
11673,2018-751336,2018-11-28,670000.0,Appartement,0.0,98.0,94.29,5.0,7106.0,6837.0,42.0,RUE LEROY DUPRE,5608,75012.0,75112,Paris 12e Arrondissement,75,75112000AC0037,2.402127,48.842972
11674,2018-751337,2018-11-23,390200.0,Appartement,0.0,36.0,36.45,1.0,10705.0,10839.0,104.0,RUE DE CHARENTON,1794,75012.0,75112,Paris 12e Arrondissement,75,75112000EW0078,2.376821,48.847301
11677,2018-751340,2018-11-16,392700.0,Appartement,0.0,36.0,36.29,2.0,10821.0,10908.0,98.0,RUE DU CHEMIN VERT,1966,75011.0,75111,Paris 11e Arrondissement,75,75111000BM0015,2.38171,48.861008
11678,2018-751341,2018-11-09,950000.0,Appartement,0.0,98.0,99.65,3.0,9533.0,9694.0,281.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CS0048,2.389742,48.849772
11679,2018-751342,2018-11-09,165000.0,Appartement,0.0,44.0,44.01,2.0,3749.0,3750.0,25.0,BD DE BELLEVILLE,0832,75011.0,75111,Paris 11e Arrondissement,75,75111000AI0002,2.380374,48.868411
11680,2018-751342,2018-11-09,165000.0,Appartement,0.0,44.0,,2.0,,3750.0,25.0,BD DE BELLEVILLE,0832,75011.0,75111,Paris 11e Arrondissement,75,75111000AI0002,2.380374,48.868411
11682,2018-751343,2018-11-09,420000.0,Appartement,0.0,42.0,,2.0,,10000.0,33.0,RUE DE LAPPE,5344,75011.0,75111,Paris 11e Arrondissement,75,75111000CC0027,2.373442,48.853545
11683,2018-751344,2018-12-03,390000.0,Appartement,0.0,39.0,37.67,2.0,10353.0,10000.0,39.0,RUE DE LYON,5866,75012.0,75112,Paris 12e Arrondissement,75,75112000EO0026,2.370663,48.848656
11684,2018-751345,2018-11-22,208000.0,Appartement,0.0,25.0,23.28,1.0,8935.0,8320.0,10.0,RUE DE LA PIERRE LEVEE,7457,75011.0,75111,Paris 11e Arrondissement,75,75111000AB0059,2.370834,48.867339
11685,2018-751346,2018-11-28,436000.0,Appartement,0.0,50.0,48.51,2.0,8988.0,8720.0,96.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AH0073,2.378156,48.869204
11687,2018-751347,2018-11-27,386300.0,Appartement,0.0,37.0,32.84,2.0,11763.0,10441.0,104.0,RUE DE LA ROQUETTE,8358,75011.0,75111,Paris 11e Arrondissement,75,75111000BY0045,2.377704,48.856489
11688,2018-751348,2018-11-23,550000.0,Appartement,0.0,68.0,,3.0,,8088.0,315.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CP0058,2.393484,48.849092
11689,2018-751349,2018-11-28,255000.0,Appartement,0.0,26.0,24.88,1.0,10249.0,9808.0,4.0,RUE DE LA PIERRE LEVEE,7457,75011.0,75111,Paris 11e Arrondissement,75,75111000AB0055,2.371096,48.866822
11693,2018-751352,2018-11-20,360000.0,Appartement,0.0,36.0,36.18,2.0,9950.0,10000.0,113.0,BD VOLTAIRE,9907,75011.0,75111,Paris 11e Arrondissement,75,75111000BV0057,2.381327,48.85756
11694,2018-751353,2018-11-09,34899.0,Appartement,0.0,5.0,,1.0,,6980.0,6.0,RUE EMILE GILBERT,3233,75012.0,75112,Paris 12e Arrondissement,75,75112000EM0061,2.373457,48.846387
11695,2018-751353,2018-11-09,656101.0,Appartement,0.0,94.0,82.94,4.0,7911.0,6980.0,6.0,RUE EMILE GILBERT,3233,75012.0,75112,Paris 12e Arrondissement,75,75112000EM0061,2.373457,48.846387
11696,2018-751354,2018-11-24,96000.0,Appartement,0.0,15.0,14.95,1.0,6421.0,6400.0,7.0,RUE PAUL BERT,7123,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0125,2.384337,48.851543
11697,2018-751355,2018-11-16,147000.0,Appartement,0.0,13.0,,1.0,,11308.0,18.0,RUE DE LA FORGE ROYALE,3737,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0079,2.380883,48.851623
11699,2018-751357,2018-11-16,240000.0,Appartement,0.0,28.0,26.3,2.0,9125.0,8571.0,54.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000BZ0013,2.376291,48.8574
11701,2018-751359,2018-11-26,110000.0,Appartement,0.0,15.0,,1.0,,7333.0,11.0,RUE NEUVE POPINCOURT,6730,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0098,2.374809,48.864249
11702,2018-751360,2018-11-08,620000.0,Appartement,0.0,70.0,,4.0,,8857.0,8.0,RUE SEDAINE,8901,75011.0,75111,Paris 11e Arrondissement,75,75111000CA0013,2.371481,48.855317
11704,2018-751362,2018-11-28,729000.0,Appartement,0.0,65.0,59.92,2.0,12166.0,11215.0,48.0,RUE DE LA FONTAINE AU ROI,3717,75011.0,75111,Paris 11e Arrondissement,75,75111000AE0057,2.373133,48.867912
11705,2018-751363,2018-11-15,685000.0,Appartement,0.0,75.0,74.98,3.0,9136.0,9133.0,14.0,IMP DU BUREAU,1387,75011.0,75111,Paris 11e Arrondissement,75,75111000CM0054,2.395277,48.852005
11707,2018-751364,2018-11-16,1320000.0,Appartement,0.0,121.0,,3.0,,10909.0,14.0,RUE DES TAILLANDIERS,9149,75011.0,75111,Paris 11e Arrondissement,75,75111000CD0043,2.375475,48.854431
11708,2018-751365,2018-11-14,170000.0,Appartement,0.0,28.0,17.2,1.0,9884.0,6071.0,3.0,RUE GOSSEC,4235,75012.0,75112,Paris 12e Arrondissement,75,75112000BY0101,2.399939,48.838472
11709,2018-751366,2018-11-23,464500.0,Appartement,0.0,51.0,50.93,3.0,9120.0,9108.0,11.0,RUE DE LA PRESENTATION,7800,75011.0,75111,Paris 11e Arrondissement,75,75111000AD0089,2.376323,48.871146
11710,2018-751367,2018-11-23,310000.0,Appartement,0.0,30.0,31.61,1.0,9807.0,10333.0,4.0,RUE DE LA FORGE ROYALE,3737,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0057,2.380281,48.850686
11712,2018-751368,2018-10-30,690000.0,Appartement,0.0,94.0,,5.0,,7340.0,19.0,RUE SERVAN,8941,75011.0,75111,Paris 11e Arrondissement,75,75111000BO0067,2.383229,48.859761
11713,2018-751369,2018-11-30,494200.0,Appartement,0.0,54.0,51.8,3.0,9541.0,9152.0,42.0,RUE ALEXANDRE DUMAS,0155,75011.0,75111,Paris 11e Arrondissement,75,75111000CM0006,2.393512,48.85346
11714,2018-751370,2018-11-07,235060.0,Appartement,0.0,90.0,,3.0,,2612.0,68.0,RUE AMELOT,0272,75011.0,75111,Paris 11e Arrondissement,75,75111000BD0104,2.369002,48.860515
11715,2018-751371,2018-11-29,350300.0,Appartement,0.0,42.0,,3.0,,8340.0,4.0,RUE DE MADAGASCAR,5884,75012.0,75112,Paris 12e Arrondissement,75,75112000BR0006,2.39727,48.834642
11717,2018-751372,2018-11-28,775000.0,Appartement,0.0,73.0,72.35,4.0,10712.0,10616.0,30.0,RUE PETION,7312,75011.0,75111,Paris 11e Arrondissement,75,75111000BO0096,2.381047,48.85972
11719,2018-751374,2018-11-20,228000.0,Appartement,0.0,44.0,,2.0,,5182.0,157.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0043,2.37928,48.85087
11720,2018-751375,2018-11-26,295000.0,Appartement,0.0,31.0,30.3,2.0,9736.0,9516.0,4.0,RUE BREGUET,1267,75011.0,75111,Paris 11e Arrondissement,75,75111000BH0055,2.37163,48.856378
11723,2018-751377,2018-11-28,740000.0,Appartement,0.0,71.0,72.03,3.0,10273.0,10423.0,1.0,RUE PIERRE BOURDAN,7411,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0008,2.39172,48.846161
11728,2018-751380,2018-11-09,315000.0,Appartement,0.0,20.0,,1.0,,15750.0,17.0,AV DU BEL AIR,0809,75012.0,75112,Paris 12e Arrondissement,75,75112000CM0036,2.396877,48.846373
11729,2018-751381,2018-11-30,85000.0,Appartement,0.0,12.0,,1.0,,7083.0,44.0,BD DU TEMPLE,9190,75011.0,75111,Paris 11e Arrondissement,75,75111000AN0010,2.365765,48.865838
11730,2018-751382,2018-11-29,275025.0,Appartement,0.0,45.0,47.21,3.0,5826.0,6112.0,144.0,RUE DE CHARONNE,1888,75011.0,75111,Paris 11e Arrondissement,75,75111000CK0020,2.388996,48.855217
11731,2018-751383,2018-11-23,660000.0,Appartement,0.0,85.0,,4.0,,7765.0,36.0,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,75112000AD0007,2.401786,48.842193
11733,2018-751385,2018-11-16,595450.0,Appartement,0.0,68.0,68.28,3.0,8721.0,8757.0,41.0,RUE DE WATTIGNIES,9952,75012.0,75112,Paris 12e Arrondissement,75,75112000BW0007,2.396167,48.836175
11735,2018-751386,2018-11-30,545630.0,Appartement,0.0,50.0,51.82,3.0,10529.0,10913.0,88.0,AV PARMENTIER,7067,75011.0,75111,Paris 11e Arrondissement,75,75111000AL0055,2.37487,48.865459
11737,2018-751388,2018-11-23,595500.0,Appartement,0.0,55.0,,3.0,,10827.0,10.0,RUE OBERKAMPF,6858,75011.0,75111,Paris 11e Arrondissement,75,75111000AP0014,2.368697,48.862787
11738,2018-751389,2018-12-04,185000.0,Appartement,0.0,21.0,22.12,1.0,8363.0,8810.0,7.0,RUE DU SERGENT BAUCHAT,8927,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0019,2.390751,48.844633
11739,2018-751389,2018-12-04,185000.0,Appartement,0.0,21.0,15.84,1.0,11679.0,8810.0,7.0,RUE DU SERGENT BAUCHAT,8927,75012.0,75112,Paris 12e Arrondissement,75,75112000CO0019,2.390751,48.844633
11743,2018-751392,2018-11-09,208000.0,Appartement,0.0,22.0,22.03,1.0,9442.0,9455.0,17.0,BD DE PICPUS,7401,75012.0,75112,Paris 12e Arrondissement,75,75112000BZ0039,2.400204,48.842068
11744,2018-751393,2018-11-29,160000.0,Appartement,0.0,18.0,15.43,1.0,10369.0,8889.0,20.0,CITE POPINCOURT,7624,75011.0,75111,Paris 11e Arrondissement,75,75111000BA0035,2.375672,48.862579
11745,2018-751394,2018-11-30,377000.0,Appartement,0.0,30.0,42.02,3.0,8972.0,12567.0,117.0,RUE SAINT MAUR,8699,75011.0,75111,Paris 11e Arrondissement,75,75111000AL0026,2.376489,48.866226
11747,2018-751396,2018-12-03,307550.0,Appartement,0.0,28.0,27.35,2.0,11245.0,10984.0,14.0,RUE BREGUET,1267,75011.0,75111,Paris 11e Arrondissement,75,75111000BH0040,2.372671,48.856948
11748,2018-751397,2018-11-30,286500.0,Appartement,0.0,28.0,29.08,1.0,9852.0,10232.0,4.0,RUE DES TAILLANDIERS,9149,75011.0,75111,Paris 11e Arrondissement,75,75111000CD0041,2.375668,48.853849
11749,2018-751398,2018-12-04,1129550.0,Appartement,0.0,106.0,100.46,4.0,11244.0,10656.0,15.0,RUE SAINT BERNARD,8500,75011.0,75111,Paris 11e Arrondissement,75,75111000CV0077,2.381174,48.851564
11750,2018-751399,2018-11-16,218000.0,Appartement,0.0,25.0,,1.0,,8720.0,7.0,RUE RICHARD LENOIR,8209,75011.0,75111,Paris 11e Arrondissement,75,75111000BX0079,2.382065,48.854588
11751,2018-751400,2018-11-27,243000.0,Appartement,0.0,30.0,28.82,1.0,8432.0,8100.0,111.0,RUE DE REUILLY,8175,75012.0,75112,Paris 12e Arrondissement,75,75112000CI0014,2.393802,48.842482
11753,2018-751402,2018-11-16,720000.0,Appartement,0.0,63.0,68.7,2.0,10480.0,11429.0,75.0,RUE DU FBG ST ANTOINE,3514,75011.0,75111,Paris 11e Arrondissement,75,75111000CE0012,2.374897,48.852318
11754,2018-751403,2018-11-14,395210.0,Appartement,0.0,40.0,39.81,3.0,9927.0,9880.0,37.0,RUE MONTGALLET,6495,75012.0,75112,Paris 12e Arrondissement,75,75112000CV0026,2.389459,48.844393
11758,2018-751406,2018-11-08,250000.0,Appartement,0.0,23.0,26.3,2.0,9506.0,10870.0,7.0,RUE EDOUARD ROBERT,3158,75012.0,75112,Paris 12e Arrondissement,75,75112000BX0049,2.399594,48.836531
11759,2018-751407,2018-11-16,236335.0,Appartement,0.0,20.0,24.3,1.0,9726.0,11817.0,46.0,RUE DE LA FOLIE MERICOURT,3700,75011.0,75111,Paris 11e Arrondissement,75,75111000AR0046,2.372616,48.863815
11793,2018-751409,2018-11-27,855000.0,Appartement,0.0,95.0,102.13,4.0,8372.0,9000.0,46.0,AV DE SAINT MANDE,8682,75012.0,75112,Paris 12e Arrondissement,75,75112000CK0008,2.401443,48.844747
11794,2018-751410,2018-12-04,258000.0,Appartement,0.0,24.0,25.01,1.0,10316.0,10750.0,5.0,CITE VOLTAIRE,9908,75011.0,75111,Paris 11e Arrondissement,75,75111000CR0211,2.389863,48.852694
